,Sexist tokens
28455,still
28456,two
28457,young
28458,hot
28459,blond
28460,sympathi
28461,level
28462,rise
28463,...
28464,``
28465,we
28466,'re
28467,still
28468,two
28469,hot
28470,blond
28471,it
28472,'s
28473,gone
28474,...
28475,tonight
28476,nikki
28477,know
28478,...
28479,.how
28480,to
28481,be
28482,elimin
28483,shame
28484,kati
28485,nikki
28486,..
28487,kat
28488,-
28489,you
28490,'re
28491,go
28492,kat
28493,you
28494,did
28495,fight
28496,hard
28497,that
28498,'s
28499,not
28500,the
28501,way
28502,to
28503,win
28504,it
28505,pathet
28506,i
28507,think
28508,the
28509,whole
28510,countri
28511,hate
28512,right
28513,how
28514,annoy
28515,is
28516,thi
28517,kat
28518,the
28519,promo
28520,bimbo
28521,are
28522,certainli
28523,annoy
28524,kat
28525,andr
28526,seem
28527,like
28528,truli
28529,objection
28530,people..
28531,gross
28532,if
28533,cunt
28534,arsehol
28535,remain
28536,you
28537,are
28538,a
28539,bunch
28540,of
28541,rig
28542,cunt
28543,congratul
28544,kat
28545,reckon
28546,you
28547,may
28548,have
28549,the
28550,whole
28551,viewer
28552,popul
28553,against
28554,you
28555,?
28556,there
28557,is
28558,still
28559,the
28560,dolli
28561,magazin
28562,model
28563,competit
28564,a
28565,year
28566,girl
28567,gaaaaah
28568,i
28569,just
28570,want
28571,to
28572,slap
28573,her
28574,back
28575,to
28576,wa
28577,i
28578,'d
28579,score
28580,just
28581,to
28582,kick
28583,crazi
28584,eye
28585,out
28586,-
28587,i
28588,am
28589,serious
28590,consid
28591,not
28592,watch
28593,just
28594,becaus
28595,i
28596,have
28597,to
28598,see
28599,kat
28600,face
28601,god
28602,i
28603,want
28604,to
28605,slap
28606,it
28607,with
28608,a
28609,spatula
28610,wtf
28611,i
28612,not
28613,a
28614,huge
28615,fan
28616,of
28617,the
28618,promo
28619,girl
28620,they
28621,never
28622,vote
28623,strateg
28624,thi
28625,suck
28626,soo
28627,annoy
28628,here
28629,we
28630,go
28631,again
28632,you
28633,strateg
28634,arsehol
28635,kat
28636,is
28637,better
28638,tv
28639,she
28640,is
28641,a
28642,natur
28643,villian
28644,unlik
28645,ash
28646,is
28647,a
28648,fake
28649,one
28650,oh
28651,shit
28652,we
28653,have
28654,to
28655,put
28656,with
28657,freak
28658,kat
28659,no
28660,ball
28661,andr
28662,for
28663,anoth
28664,week
28665,fmd
28666,kate
28667,is
28668,a
28669,bitch
28670,girl
28671,thank
28672,you
28673,for
28674,fill
28675,the
28676,slapper
28677,quotient
28678,thi
28679,year
28680,seri
28681,...
28682,we
28683,no
28684,longer
28685,have
28686,a
28687,need
28688,for
28689,bitchi
28690,blond
28691,au
28692,revoir
28693,i
28694,fucken
28695,hate
28696,you
28697,kat
28698,if
28699,i
28700,see
28701,you
28702,in
28703,the
28704,street
28705,i
28706,'m
28707,go
28708,to
28709,spit
28710,on
28711,you
28712,selfish
28713,ugli
28714,bitch
28715,karma
28716,is
28717,a
28718,b
28719,i
28720,t
28721,c
28722,h
28723,&
28724,gt
28725,kat
28726,mmm
28727,bitter-sweet
28728,victori
28729,the
28730,'model
28731,are
28732,toast
28733,we
28734,still
28735,have
28736,kat
28737,andr
28738,kat
28739,so
28740,full
28741,of
28742,grace
28743,not
28744,ok
28745,so
28746,i
28747,'m
28748,not
28749,the
28750,biggest
28751,fan
28752,of
28753,the
28754,blond
28755,but
28756,...
28757,even
28758,i
28759,did
28760,n't
28761,want
28762,them
28763,to
28764,go
28765,awww
28766,bless
28767,them
28768,they
28769,still
28770,think
28771,they
28772,were
28773,hot
28774,...
28775,kat
28776,a
28777,massiv
28778,c*nt
28779,the
28780,biggest
28781,ever
28782,on
28783,fuck
28784,you
28785,your
28786,strateg
28787,unfair
28788,vote
28789,do
28790,n't
28791,like
28792,either
28793,team
28794,but
28795,least
28796,they
28797,were
28798,n't
28799,c*nt
28800,like
28801,kat
28802,andr
28803,so
28804,disappoint
28805,the
28806,other
28807,team
28808,knew
28809,kat
28810,would
28811,vote
28812,strateg
28813,whi
28814,would
28815,n't
28816,they
28817,score
28818,higher
28819,to
28820,get
28821,rid
28822,of
28823,kandr
28824,two
28825,blond
28826,...
28827,.twitter
28828,will
28829,be
28830,the
28831,judg
28832,of
28833,hot
28834,no
28835,one
28836,even
28837,like
28838,you
28839,kat
28840,andr
28841,you
28842,wo
28843,n't
28844,last
28845,long
28846,...
28847,kat
28848,is
28849,the
28850,daughter
28851,of
28852,satan
28853,that
28854,horribl
28855,woman
28856,wa
28857,live
28858,to
28859,play
28860,anoth
28861,day
28862,?
28863,so
28864,disappoint
28865,that
28866,a
28867,lack
28868,of
28869,talent
28870,surviv
28871,due
28872,to
28873,her
28874,mean
28875,of
28876,heart
28877,get
28878,gordon
28879,ramsay
28880,on
28881,there
28882,he
28883,'ll
28884,sort
28885,out
28886,wa
28887,not
28888,a
28889,fan
28890,of
28891,the
28892,promo
28893,girl
28894,but
28895,kat
28896,is
28897,wors
28898,is
28899,my
28900,kitchen
28901,rule
28902,about
28903,cook
28904,or
28905,bitch
28906,?
28907,serious
28908,guy
28909,there
28910,been
28911,a
28912,more
28913,genuin
28914,hate
28915,worthi
28916,individu
28917,than
28918,that
28919,goblin
28920,kat
28921,?
28922,the
28923,promo
28924,bimbo
28925,are
28926,certainli
28927,annoy
28928,but
28929,kat
28930,andr
28931,seem
28932,like
28933,truli
28934,objection
28935,people..
28936,gross
28937,to
28938,be
28939,honest
28940,i
28941,would
28942,rather
28943,have
28944,had
28945,those
28946,``
28947,model
28948,stay
28949,``
28950,we
28951,'re
28952,still
28953,two
28954,young
28955,hot
28956,blond
28957,are
28958,n't
28959,realli
28960,blond
28961,not
28962,that
28963,hot
28964,''
28965,fuck
28966,we
28967,still
28968,have
28969,to
28970,watch
28971,the
28972,wick
28973,witch
28974,her
28975,dumb
28976,ass
28977,husband
28978,on
28979,our
28980,tv
28981,'s
28982,kill
28983,me
28984,serious
28985,colin
28986,stop
28987,smiling/smirk
28988,frown
28989,look
28990,better
28991,on
28992,you
28993,kat
28994,is
28995,complet
28996,class
28997,less
28998,faaark
28999,the
29000,blond
29001,promo
29002,girl
29003,walk
29004,with
29005,all
29006,the
29007,grace
29008,of
29009,a
29010,tradi
29011,in
29012,drag
29013,unlik
29014,mh
29015,i
29016,ca
29017,n't
29018,wait
29019,to
29020,see
29021,you
29022,crash
29023,burn
29024,whi
29025,doe
29026,kat
29027,have
29028,too
29029,be
29030,such
29031,a
29032,cunt
29033,?
29034,kat
29035,strike
29036,me
29037,a
29038,veri
29039,repuls
29040,individu
29041,...
29042,i
29043,'ll
29044,say
29045,it
29046,if
29047,no
29048,one
29049,els
29050,will
29051,...
29052,...
29053,that
29054,kat
29055,need
29056,seriou
29057,medic
29058,so
29059,those
29060,blond
29061,chick
29062,are
29063,gone
29064,yayi
29065,i
29066,think
29067,it
29068,wa
29069,nikki
29070,kati
29071,'s
29072,modesti
29073,that
29074,made
29075,them
29076,so
29077,appeal
29078,gaaaaah
29079,i
29080,just
29081,want
29082,to
29083,slap
29084,her
29085,back
29086,to
29087,wa
29088,oh
29089,shit
29090,now
29091,we
29092,have
29093,to
29094,put
29095,with
29096,freak
29097,kat
29098,no
29099,ball
29100,andr
29101,for
29102,anoth
29103,week
29104,fmd
29105,http
29106,arghhhhh
29107,i
29108,want
29109,to
29110,kick
29111,in
29112,the
29113,televis
29114,set
29115,right
29116,now
29117,kat
29118,you
29119,despic
29120,rat
29121,kat
29122,a
29123,massiv
29124,c*nt
29125,the
29126,biggest
29127,ever
29128,on
29129,but
29130,there
29131,is
29132,still
29133,the
29134,dolli
29135,magazin
29136,model
29137,competit
29138,a
29139,year
29140,girl
29141,it
29142,'s
29143,either
29144,kati
29145,nikki
29146,or
29147,kat
29148,andr
29149,to
29150,go
29151,so
29152,viewer
29153,we
29154,can
29155,not
29156,lose
29157,or
29158,win
29159,oh
29160,my
29161,god
29162,if
29163,kat
29164,stay
29165,in
29166,i
29167,quit
29168,life
29169,she
29170,doesnt
29171,deserv
29172,it
29173,so
29174,hard
29175,honestli
29176,some
29177,of
29178,the
29179,rougher
29180,femal
29181,head
29182,on
29183,tv
29184,are
29185,compil
29186,right
29187,here
29188,do
29189,the
29190,killa
29191,model
29192,give
29193,a
29194,killa
29195,dessert
29196,?
29197,?
29198,no
29199,wonder
29200,kat
29201,cant
29202,keep
29203,a
29204,job
29205,she
29206,not
29207,good
29208,at
29209,anyth
29210,kat
29211,andr
29212,should
29213,n't
29214,be
29215,there
29216,they
29217,suck
29218,dick
29219,hole
29220,the
29221,mole
29222,win
29223,my
29224,vote
29225,with
29226,the
29227,burnt
29228,butter
29229,icecream
29230,i
29231,want
29232,to
29233,slap
29234,that
29235,smirk
29236,kat
29237,'s
29238,face
29239,i
29240,know
29241,i
29242,know
29243,stand
29244,in
29245,line
29246,...
29247,paleo
29248,pete
29249,who
29250,doe
29251,your
29252,tan
29253,?
29254,?
29255,i
29256,cant
29257,believ
29258,kat
29259,is
29260,still
29261,in
29262,thi
29263,competit
29264,no
29265,no
29266,no
29267,thi
29268,is
29269,n't
29270,even
29271,about
29272,the
29273,best
29274,cook
29275,right
29276,now
29277,ugh
29278,i
29279,ca
29280,n't
29281,wait
29282,for
29283,thing
29284,to
29285,get
29286,tougher
29287,so
29288,we
29289,can
29290,see
29291,kat
29292,andr
29293,sweat
29294,kat
29295,might
29296,as
29297,well
29298,go
29299,home
29300,now
29301,sinc
29302,she
29303,no
29304,chanc
29305,of
29306,beat
29307,the
29308,other
29309,team
29310,the
29311,blondi
29312,elimin
29313,...
29314,feckkkk
29315,she
29316,should
29317,be
29318,practis
29319,on
29320,her
29321,cook
29322,skill
29323,thi
29324,bitch
29325,no
29326,right
29327,to
29328,talk
29329,about
29330,fair
29331,ha
29332,no
29333,right
29334,to
29335,celebr
29336,i
29337,hope
29338,that
29339,they
29340,crash
29341,burn
29342,they
29343,do
29344,n't
29345,deserv
29346,to
29347,be
29348,here
29349,do
29350,n't
29351,mind
29352,look
29353,at
29354,collin
29355,for
29356,the
29357,whole
29358,season
29359,?
29360,?
29361,can
29362,someon
29363,punch
29364,that
29365,smug
29366,smirk
29367,kat
29368,'s
29369,face
29370,pleas
29371,?
29372,someon
29373,get
29374,kat
29375,a
29376,straight
29377,jacket
29378,the
29379,bitch
29380,need
29381,some
29382,time
29383,in
29384,a
29385,pad
29386,room
29387,quit
29388,bitch
29389,-
29390,if
29391,kat
29392,andr
29393,had
29394,score
29395,a
29396,the
29397,blond
29398,fuckwit
29399,would
29400,still
29401,have
29402,gone
29403,check
29404,out
29405,the
29406,other
29407,team
29408,score
29409,...
29410,kat
29411,is
29412,a
29413,fuck
29414,cunt
29415,kind
29416,of
29417,want
29418,to
29419,jump
29420,my
29421,tv
29422,punch
29423,kat
29424,in
29425,the
29426,face
29427,hope
29428,other
29429,contest
29430,vote
29431,strateg
29432,for
29433,her
29434,now
29435,kat
29436,the
29437,live
29438,to
29439,fight
29440,on
29441,http
29442,?
29443,consid
29444,kat
29445,ha
29446,no
29447,job
29448,probabl
29449,ha
29450,heap
29451,of
29452,time
29453,to
29454,read
29455,all
29456,our
29457,aw
29458,tweet
29459,?
29460,we
29461,can
29462,onli
29463,hope
29464,whi
29465,doe
29466,kat
29467,alway
29468,need
29469,to
29470,make
29471,big
29472,eye
29473,?
29474,you
29475,freak
29476,me
29477,out
29478,witch
29479,do
29480,n't
29481,you
29482,dare
29483,put
29484,in
29485,the
29486,water
29487,work
29488,kat
29489,you
29490,'re
29491,evil
29492,purpos
29493,pick
29494,slightli
29495,unattract
29496,girl
29497,who
29498,'re
29499,besot
29500,with
29501,themselv
29502,make
29503,good
29504,televis
29505,lol
29506,get
29507,gordon
29508,ramsay
29509,on
29510,there
29511,he
29512,'ll
29513,sort
29514,out
29515,kat
29516,look
29517,like
29518,medusa
29519,tbh
29520,+
29521,that
29522,ugli
29523,person
29524,to
29525,top
29526,it
29527,borrow
29528,time
29529,cant
29530,wait
29531,for
29532,you
29533,to
29534,get
29535,blown
29536,away
29537,the
29538,decent
29539,team
29540,the
29541,truth
29542,behind
29543,anoth
29544,elimin
29545,round
29546,...
29547,to
29548,get
29549,rid
29550,of
29551,i
29552,have
29553,a
29554,stupid
29555,man
29556,crush
29557,on
29558,lloyd
29559,i
29560,ca
29561,n't
29562,help
29563,it
29564,if
29565,make
29566,it
29567,i
29568,'ll
29569,...
29570,i
29571,do
29572,n't
29573,know
29574,what
29575,i
29576,will
29577,do
29578,lloyd
29579,like
29580,some
29581,thick
29582,juici
29583,pork
29584,poor
29585,anni
29586,omg
29587,the
29588,slut
29589,are
29590,go
29591,to
29592,get
29593,that
29594,judg
29595,whatev
29596,hi
29597,name
29598,need
29599,to
29600,stop
29601,the
29602,fake
29603,tan
29604,he
29605,is
29606,liter
29607,orang
29608,next
29609,week
29610,n
29611,new
29612,idea
29613,lloyd
29614,drasko
29615,'s
29616,secret
29617,sex
29618,romp
29619,i
29620,think
29621,the
29622,hashtag
29623,got
29624,some
29625,traction
29626,the
29627,blond
29628,will
29629,get
29630,caus
29631,they
29632,are
29633,young
29634,can
29635,suck
29636,...
29637,hard
29638,biggest
29639,flog
29640,the
29641,show
29642,ha
29643,ever
29644,had
29645,on
29646,it
29647,ever
29648,follow
29649,kat
29650,andr
29651,i
29652,would
29653,love
29654,anni
29655,lloyd
29656,to
29657,piss
29658,they
29659,are
29660,almost
29661,as
29662,bad
29663,miss
29664,ray
29665,of
29666,sunshin
29667,is
29668,as
29669,fake
29670,as
29671,her
29672,hair
29673,colour
29674,kat
29675,call
29676,it
29677,strateg
29678,i
29679,call
29680,it
29681,be
29682,a
29683,biatch
29684,http
29685,anni
29686,is
29687,realli
29688,excit
29689,about
29690,eat
29691,the
29692,carrot
29693,caus
29694,they
29695,match
29696,her
29697,hair
29698,purfectli
29699,whi
29700,are
29701,the
29702,wa
29703,contest
29704,alway
29705,asshol
29706,?
29707,yea
29708,run
29709,manu
29710,-
29711,you
29712,'re
29713,beauti
29714,cat
29715,you
29716,'re
29717,an
29718,ugli
29719,mean
29720,bitch
29721,you
29722,miss
29723,can
29724,go
29725,fuck
29726,i
29727,am
29728,so
29729,glad
29730,those
29731,annoy
29732,bitchi
29733,blond
29734,thot
29735,got
29736,kick
29737,?
29738,hey
29739,colin
29740,...
29741,the
29742,s
29743,call
29744,they
29745,want
29746,their
29747,push
29748,jacket
29749,sleev
29750,back
29751,?
29752,miami
29753,vice
29754,rule
29755,``
29756,we
29757,'re
29758,still
29759,two
29760,young
29761,hot
29762,blond
29763,''
29764,...
29765,well
29766,you
29767,'re
29768,young
29769,...
29770,kati
29771,nikki
29772,go
29773,home
29774,?
29775,now
29776,who
29777,will
29778,they
29779,have
29780,to
29781,constantli
29782,tell
29783,how
29784,pretti
29785,they
29786,think
29787,they
29788,are
29789,?
29790,ahh
29791,manu
29792,well
29793,said
29794,just
29795,cook
29796,good
29797,food
29798,you
29799,'ll
29800,be
29801,ok.
29802,simpl
29803,back
29804,in
29805,ya
29806,box
29807,bitch
29808,kat
29809,in
